公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数
1月29日,地区级,上海,松江,2,,
1月29日,地区级,江苏,苏州,4,,
1月29日,地区级,黑龙江,绥化,2,,
1月29日,地区级,湖北,随州,27,,
1月29日,地区级,四川,遂宁,1,,
1月29日,地区级,浙江,台州,24,,
1月29日,地区级,江苏,泰州,1,,
1月29日,地区级,湖北,天门,10,,
1月29日,地区级,甘肃,天水,1,,
1月29日,地区级,安徽,铜陵,1,,
1月29日,地区级,上海,外地来沪,3,,
1月29日,地区级,上海,外地来沪,1,,
1月29日,地区级,山东,威海,2,,
1月29日,地区级,山东,潍坊,2,,
1月29日,地区级,陕西,渭南,1,,
1月29日,地区级,浙江,温州,,4,
1月29日,地区级,浙江,温州,58,,
1月29日,地区级,新疆,乌鲁木齐,1,,
1月29日,地区级,江苏,无锡,1,,
1月29日,地区级,安徽,芜湖,3,,
1月29日,地区级,宁夏,吴忠,2,,
1月29日,地区级,湖北,武汉,356,7,25
1月29日,地区级,陕西,西安,4,,
1月29日,地区级,青海,西宁,,,
1月29日,地区级,湖北,仙桃,23,,
1月29日,地区级,湖北,咸宁,18,,
1月29日,地区级,湖南,湘潭,1,,
1月29日,地区级,湖南,湘西自治州,1,,
1月29日,地区级,湖北,襄阳,32,,
1月29日,地区级,湖北,孝感,125,,3
1月29日,地区级,河南,新乡,4,,
1月29日,地区级,江西,新余,,1,
1月29日,地区级,河南,信阳,10,,
1月29日,地区级,河北,邢台,2,,
1月29日,地区级,安徽,宿松,2,,
1月29日,地区级,安徽,宿州,1,,
1月29日,地区级,江苏,徐州,7,,
1月29日,地区级,河南,许昌,1,,
1月29日,地区级,安徽,宣城,2,,
1月29日,地区级,山东,烟台,1,,
1月29日,地区级,吉林,延边州,2,,
1月29日,地区级,上海,杨浦,1,,
1月29日,地区级,四川,宜宾,3,,
1月29日,地区级,湖北,宜昌,54,,
1月29日,地区级,湖南,益阳,3,,
1月29日,地区级,宁夏,银川,2,,
1月29日,地区级,江西,鹰潭,2,,
1月29日,地区级,湖南,永州,3,,
1月29日,地区级,陕西,榆林,1,,
1月29日,地区级,云南,玉溪,1,,
1月29日,地区级,湖南,岳阳,3,,
1月29日,地区级,山西,运城,3,,
1月29日,地区级,山东,枣庄,1,,
1月29日,地区级,广东,湛江,2,,
1月29日,地区级,广东,湛江,2,,
1月29日,地区级,湖南,张家界,1,,
1月29日,地区级,河北,张家口,5,,
1月29日,地区级,吉林,长春,,1,
1月29日,地区级,吉林,长春,2,,
1月29日,地区级,吉林,长春,1,,
1月29日,地区级,湖南,长沙,,1,
1月29日,地区级,湖南,长沙,11,,
1月29日,地区级,河南,长垣,1,,
1月29日,地区级,山西,长治,2,,
1月29日,地区级,云南,昭通,2,,
1月29日,地区级,河南,郑州,,1,
1月29日,地区级,河南,郑州,,1,
1月29日,地区级,河南,郑州,6,,
1月29日,地区级,广东,中山,2,,
1月29日,地区级,广东,中山,4,,
1月29日,地区级,河南,周口,6,,
1月29日,地区级,广东,珠海,8,,
1月29日,地区级,广东,珠海,4,,
1月29日,地区级,湖南,株洲,5,,
1月29日,地区级,河南,驻马店,9,,
1月29日,地区级,山东,淄博,2,,
1月29日,地区级,山东,淄博,2,,
1月29日,地区级,贵州,遵义,1,,
1月29日,省级,安徽,,48,,
1月29日,省级,澳门,,,,
1月29日,省级,北京,,23,,
1月29日,省级,福建,,19,,
1月29日,省级,甘肃,,2,,
1月29日,省级,广东,,70,,
1月29日,省级,广西,,20,,
1月29日,省级,贵州,,3,,
1月29日,省级,海南,,3,,
1月29日,省级,河北,,17,,
1月29日,省级,河南,,72,,
1月29日,省级,黑龙江,,6,,
1月29日,省级,湖北,,1032,,
1月29日,省级,湖南,,56,,
1月29日,省级,吉林,,5,,
1月29日,省级,江苏,,30,,
1月29日,省级,江西,,53,,
1月29日,省级,辽宁,,5,,
1月29日,省级,内蒙古,,3,,
1月29日,省级,宁夏,,5,,
1月29日,省级,青海,,,,
1月29日,省级,山东,,15,,
1月29日,省级,山西,,8,,
1月29日,省级,陕西,,7,,
1月29日,省级,上海,,21,,
1月29日,省级,四川,,34,,
1月29日,省级,台湾,,,,
1月29日,省级,西藏,,1,,
1月29日,省级,香港,,2,,
1月29日,省级,新疆,,1,,
1月29日,省级,云南,,19,,
1月29日,省级,浙江,,132,,
1月29日,国家级,,,1739,,
1月29日,地区级,天津,红桥区,1,,
1月29日,地区级,重庆,万州区,7,,
1月29日,地区级,重庆,巫山县,,1,
1月29日,地区级,重庆,巫溪县,2,,
1月29日,地区级,重庆,武隆区,1,,
1月29日,地区级,重庆,渝北区,1,,
1月29日,地区级,重庆,渝北区,1,,
1月29日,地区级,重庆,渝中区,3,,
1月29日,地区级,重庆,渝中区,1,,
1月29日,地区级,重庆,云阳县,1,,
1月29日,地区级,重庆,云阳县,1,,
1月29日,地区级,重庆,忠县,1,,
1月29日,省级,重庆,,18,,
1月29日,省级,天津,,3,,
1月30日,地区级,重庆,璧山区,2,,
1月30日,地区级,天津,滨海新区,1,,
1月30日,地区级,重庆,奉节县,1,,
1月30日,地区级,天津,和平区,1,,
1月30日,地区级,重庆,九龙坡区,3,,
1月30日,地区级,重庆,开州区,2,,
1月30日,地区级,天津,河北区,1,,
1月30日,地区级,重庆,两江新区,1,,
1月30日,地区级,重庆,南岸区,1,,
1月30日,国外,澳大利亚,NA,1,,
1月30日,国外,德国,NA,1,,
1月30日,国外,德国,NA,1,,
1月30日,国外,俄罗斯,NA,2,,
1月30日,国外,法国,NA,1,,
1月30日,国外,韩国,NA,4,,
1月30日,国外,韩国,NA,1,,
1月30日,国外,加拿大,NA,,1,
1月30日,国外,美国,NA,1,,
1月30日,国外,日本,NA,2,,
1月30日,国外,日本,NA,2,,
1月30日,国外,瑞典,NA,1,,
1月30日,国外,泰国,NA,5,,
1月30日,国外,新加坡,NA,3,,
1月30日,国外,意大利,NA,2,,
1月30日,国外,英国,NA,2,,
1月30日,地区级,四川,阿坝州,1,,
1月30日,地区级,新疆,阿克苏,1,,
1月30日,地区级,陕西,安康,3,,
1月30日,地区级,河南,安阳,4,,
1月30日,地区级,辽宁,鞍山,1,,
1月30日,地区级,四川,巴中,1,,
1月30日,地区级,安徽,蚌埠,7,,
1月30日,地区级,河北,保定,4,,
1月30日,地区级,云南,保山,1,,
1月30日,地区级,广西,北海,2,,
1月30日,地区级,贵州,毕节,,,
1月30日,地区级,河北,沧州,6,,
1月30日,地区级,海南,昌江县,1,,
1月30日,地区级,北京,昌平,3,,
1月30日,地区级,湖南,常德,7,,
1月30日,地区级,江苏,常州,3,,
1月30日,地区级,北京,朝阳,2,,
1月30日,地区级,北京,朝阳,1,,
1月30日,地区级,辽宁,朝阳市,2,,
1月30日,地区级,湖南,郴州,2,,
1月30日,地区级,四川,成都,10,,
1月30日,地区级,安徽,池州,2,,
1月30日,地区级,四川,达州,2,,
1月30日,地区级,云南,大理,2,,
1月30日,地区级,辽宁,大连,1,,
1月30日,地区级,辽宁,大连,2,,
1月30日,地区级,黑龙江,大庆,2,,
1月30日,地区级,山西,大同,1,,
1月30日,地区级,北京,大兴,1,,
1月30日,地区级,北京,大兴,1,,
1月30日,地区级,北京,大兴,5,,
1月30日,地区级,黑龙江,大兴安岭,1,,
1月30日,地区级,云南,德宏州,1,,
1月30日,地区级,四川,德阳,4,,
1月30日,地区级,山东,德州,1,1,
1月30日,地区级,上海,地区待确认,,1,
1月30日,地区级,海南,定安县,1,,
1月30日,地区级,北京,东城,1,,
1月30日,地区级,广东,东莞,9,,
1月30日,地区级,湖北,鄂州,66,,4
1月30日,地区级,湖北,恩施州,9,,
1月30日,地区级,广西,防城港,2,,
1月30日,地区级,广东,佛山,1,,
1月30日,地区级,广东,佛山,7,,
1月30日,地区级,福建,福州,2,,
1月30日,地区级,江西,抚州,2,,
1月30日,地区级,辽宁,阜新,1,,
1月30日,地区级,安徽,阜阳,10,,
1月30日,地区级,江西,赣州,6,,
1月30日,地区级,宁夏,固原,1,,
1月30日,地区级,四川,广安,4,,
1月30日,地区级,广东,广州,6,,
1月30日,地区级,广东,广州,27,,
1月30日,地区级,贵州,贵阳,,,
1月30日,地区级,黑龙江,哈尔滨,5,,
1月30日,地区级,北京,海淀,1,,
1月30日,地区级,北京,海淀,2,,
1月30日,地区级,河北,邯郸,1,,
1月30日,地区级,陕西,汉中,5,,
1月30日,地区级,浙江,杭州,16,,
1月30日,地区级,安徽,合肥,11,,
1月30日,地区级,广西,河池,1,,
1月30日,地区级,山东,菏泽,1,,
1月30日,地区级,湖南,衡阳,5,,
1月30日,地区级,云南,红河,,1,
1月30日,地区级,上海,虹口,2,,
1月30日,地区级,内蒙古,呼伦贝尔,,1,
1月30日,地区级,辽宁,葫芦岛,1,,
1月30日,地区级,浙江,湖州,1,,
1月30日,地区级,湖南,怀化,3,,
1月30日,地区级,江苏,淮安,3,,
1月30日,地区级,湖北,黄冈,77,1,
1月30日,地区级,安徽,黄山,2,,
1月30日,地区级,湖北,黄石,55,,
1月30日,地区级,广东,惠州,3,,
1月30日,地区级,黑龙江,鸡西,1,,
1月30日,地区级,江西,吉安,3,,
1月30日,地区级,山东,济南,2,,
1月30日,地区级,黑龙江,佳木斯,3,,
1月30日,地区级,广东,江门,1,,
1月30日,地区级,浙江,金华,7,,
1月30日,地区级,辽宁,锦州,2,,
1月30日,地区级,辽宁,锦州,1,,
1月30日,地区级,湖北,荆门,36,,1
1月30日,地区级,湖北,荆州,70,,
1月30日,地区级,江西,景德镇,1,1,
1月30日,地区级,江西,九江,10,,
1月30日,地区级,河南,开封,2,,
1月30日,地区级,重庆,黔江区,1,,
1月30日,地区级,云南,昆明,1,,
1月30日,地区级,云南,昆明,2,,
1月30日,地区级,甘肃,兰州,-1,,
1月30日,地区级,甘肃,兰州,2,,
1月30日,地区级,海南,乐东,1,,
1月30日,地区级,海南,乐东,1,,
1月30日,地区级,浙江,丽水,1,,
1月30日,地区级,江苏,连云港,,1,
1月30日,地区级,江苏,连云港,3,,
1月30日,地区级,四川,凉山,1,,
1月30日,地区级,山东,聊城,2,,
1月30日,地区级,海南,临高县,1,,
1月30日,地区级,山东,临沂,3,,
1月30日,地区级,山东,临沂,4,,
1月30日,地区级,海南,陵水县,1,,
1月30日,地区级,广西,柳州,1,,
1月30日,地区级,安徽,六安,1,,
1月30日,地区级,贵州,六盘水,,,
1月30日,地区级,贵州,六盘水,3,,
1月30日,地区级,甘肃,陇南,2,,
1月30日,地区级,湖南,娄底,4,,
1月30日,地区级,河南,洛阳,1,,
1月30日,地区级,河南,漯河,2,,
1月30日,地区级,山西,吕梁,1,,
1月30日,地区级,四川,绵阳,2,,
1月30日,地区级,上海,闵行,1,,
1月30日,地区级,黑龙江,牡丹江,1,,
1月30日,地区级,江西,南昌,21,1,
1月30日,地区级,四川,南充,2,,
1月30日,地区级,江苏,南京,,2,
1月30日,地区级,江苏,南京,6,,
1月30日,地区级,广西,南宁,1,,
1月30日,地区级,江苏,南通,1,,
1月30日,地区级,河南,南阳,10,,
1月30日,地区级,河南,南阳,,,1
1月30日,地区级,四川,内江,2,,
1月30日,地区级,浙江,宁波,5,,
1月30日,地区级,福建,宁德,1,,
1月30日,地区级,辽宁,盘锦,3,,
1月30日,地区级,辽宁,盘锦,1,,
1月30日,地区级,河南,平顶山,2,,
1月30日,地区级,江西,萍乡,3,,
1月30日,地区级,福建,莆田,5,,
1月30日,地区级,河南,濮阳,2,,
1月30日,地区级,上海,浦东,3,,
1月30日,地区级,上海,浦东,5,,
1月30日,地区级,云南,普洱,1,,
1月30日,地区级,黑龙江,七台河,1,,
1月30日,地区级,湖北,潜江,2,,
1月30日,地区级,贵州,黔东南州,,,
1月30日,地区级,重庆,荣昌区,1,,
1月30日,地区级,海南,琼海,1,,
1月30日,地区级,浙江,衢州,2,,
1月30日,地区级,福建,泉州,4,,
1月30日,地区级,河南,三门峡,1,,
1月30日,地区级,福建,厦门,6,,
1月30日,地区级,广东,汕尾,2,,
1月30日,地区级,河南,商丘,9,,
1月30日,地区级,江西,上饶,1,1,
1月30日,地区级,湖南,邵阳,7,,
1月30日,地区级,浙江,绍兴,4,,
1月30日,地区级,广东,深圳,24,,
1月30日,地区级,湖北,神农架,2,2,
1月30日,地区级,辽宁,沈阳,2,,
1月30日,地区级,辽宁,沈阳,1,,
1月30日,地区级,湖北,十堰,31,,
1月30日,地区级,江苏,苏州,,1,
1月30日,地区级,江苏,苏州,8,1,
1月30日,地区级,黑龙江,绥化,2,,
1月30日,地区级,湖北,随州,85,,
1月30日,地区级,四川,遂宁,1,,
1月30日,国外,台湾,台湾,1,,
1月30日,地区级,浙江,台州,17,,
1月30日,地区级,山西,太原,1,,
1月30日,地区级,山东,泰安,1,,
1月30日,地区级,江苏,泰州,3,,
1月30日,地区级,河北,唐山,4,,
1月30日,地区级,湖北,天门,23,,3
1月30日,地区级,辽宁,铁岭,1,,
1月30日,地区级,北京,通州,2,,
1月30日,地区级,北京,通州,2,,
1月30日,地区级,安徽,铜陵,4,,
1月30日,地区级,贵州,铜仁,,1,
1月30日,地区级,贵州,铜仁,,,
1月30日,地区级,上海,外地来沪,4,,
1月30日,地区级,上海,外地来沪,,3,
1月30日,地区级,上海,外地来沪,7,,
1月30日,地区级,山东,威海,5,,
1月30日,地区级,山东,潍坊,1,,
1月30日,地区级,陕西,渭南,1,,
1月30日,地区级,浙江,温州,55,,
1月30日,地区级,内蒙古,乌兰察布,2,,
1月30日,地区级,新疆,乌鲁木齐,1,,
1月30日,地区级,江苏,无锡,2,,
1月30日,地区级,湖北,武汉,378,21,30
1月30日,地区级,陕西,西安,10,,
1月30日,地区级,北京,西城,3,,
1月30日,地区级,北京,西城,1,,
1月30日,地区级,云南,西双版纳州,2,,
1月30日,地区级,湖北,仙桃,35,,1
1月30日,地区级,湖北,咸宁,36,,
1月30日,地区级,陕西,咸阳,1,,
1月30日,国外,香港,香港,2,,
1月30日,地区级,湖南,湘潭,1,,
1月30日,地区级,湖南,湘西自治州,1,,
1月30日,地区级,湖北,襄阳,123,,
1月30日,地区级,湖北,孝感,142,2,3
1月30日,地区级,河南,新乡,4,,
1月30日,地区级,江西,新余,17,,
1月30日,地区级,河南,信阳,7,,
1月30日,地区级,河北,邢台,2,,
1月30日,地区级,江苏,宿迁,3,,
1月30日,地区级,江苏,徐州,5,,
1月30日,地区级,河南,许昌,5,,
1月30日,地区级,四川,雅安,1,,
1月30日,地区级,山东,烟台,5,,
1月30日,地区级,陕西,延安,4,,
1月30日,地区级,江苏,盐城,2,,
1月30日,地区级,新疆,伊犁州,1,,
1月30日,地区级,四川,宜宾,2,,
1月30日,地区级,湖北,宜昌,50,,
1月30日,地区级,江西,宜春,12,,
1月30日,地区级,湖南,益阳,3,,
1月30日,地区级,宁夏,银川,2,,
1月30日,地区级,江西,鹰潭,1,,
1月30日,地区级,河南,永城,4,,
1月30日,地区级,湖南,永州,2,,
1月30日,地区级,广西,玉林,2,,
1月30日,地区级,湖南,岳阳,8,,
1月30日,地区级,山西,运城,1,,
1月30日,地区级,广东,湛江,2,,
1月30日,地区级,福建,漳州,1,,
1月30日,地区级,上海,长宁,1,,
1月30日,地区级,湖南,长沙,11,,
1月30日,地区级,河南,长垣,1,,
1月30日,地区级,广东,肇庆,1,,
1月30日,地区级,河南,郑州,4,,
1月30日,地区级,河南,郑州,,1,
1月30日,地区级,广东,中山,2,,
1月30日,地区级,宁夏,中卫,1,,
1月30日,地区级,浙江,舟山,1,1,
1月30日,地区级,河南,周口,11,,
1月30日,地区级,广东,珠海,,1,
1月30日,地区级,广东,珠海,8,,
1月30日,地区级,广东,珠海,8,,
1月30日,地区级,广东,珠海,,1,
1月30日,地区级,湖南,株洲,1,,
1月30日,地区级,河南,驻马店,5,,
1月30日,地区级,山东,淄博,1,,
1月30日,地区级,四川,自贡,2,,
1月30日,地区级,贵州,遵义,,,
1月30日,省级,安徽,,37,,
1月30日,省级,澳门,,,,
1月30日,省级,北京,,18,,
1月30日,省级,福建,,19,,
1月30日,省级,甘肃,,3,,
1月30日,省级,广东,,82,,
1月30日,省级,广西,,9,,
1月30日,省级,贵州,,3,,
1月30日,省级,海南,,3,,
1月30日,省级,河北,,17,,
1月30日,省级,河南,,74,,
1月30日,省级,黑龙江,,16,,
1月30日,省级,湖北,,1220,,
1月30日,省级,湖南,,55,,
1月30日,省级,吉林,,,,
1月30日,省级,江苏,,39,,
1月30日,省级,江西,,78,,
1月30日,省级,辽宁,,4,,
1月30日,省级,内蒙古,,2,,
1月30日,省级,宁夏,,4,,
1月30日,省级,青海,,2,,
1月30日,省级,山东,,42,,
1月30日,省级,山西,,4,,
1月30日,省级,陕西,,24,,
1月30日,省级,上海,,27,,
1月30日,省级,四川,,35,,
1月30日,省级,台湾,,1,,
1月30日,省级,西藏,,,,
1月30日,省级,香港,,2,,
1月30日,省级,新疆,,3,,
1月30日,省级,云南,,6,,
1月30日,省级,浙江,,109,,
1月30日,地区级,重庆,石柱县,1,,
1月30日,国家级,,,1985,,
1月30日,地区级,天津,红桥区,1,,
1月30日,地区级,重庆,万州区,1,,
1月30日,地区级,重庆,万州区,4,,
1月30日,地区级,天津,宁河区,1,,
1月30日,地区级,重庆,巫山县,1,,
1月30日,地区级,重庆,巫溪县,1,,
1月30日,地区级,重庆,巫溪县,2,,
1月30日,地区级,重庆,渝北区,2,,
1月30日,地区级,重庆,渝中区,1,,
1月30日,地区级,重庆,云阳县,2,,
1月30日,地区级,重庆,长寿区,1,,
1月30日,地区级,重庆,长寿区,1,,
1月30日,省级,重庆,,41,,
1月30日,省级,天津,,4,,
1月31日,地区级,天津,宝坻区,2,,
1月31日,地区级,天津,宝坻区,1,,
1月31日,地区级,重庆,璧山区,2,,
1月31日,地区级,重庆,垫江县,1,,
1月31日,地区级,重庆,垫江县,2,,
1月31日,地区级,重庆,丰都县,1,,
1月31日,地区级,重庆,丰都县,1,,
1月31日,地区级,天津,东丽区,3,,
1月31日,地区级,重庆,合川区,2,,
1月31日,地区级,重庆,江北区,4,,
1月31日,地区级,重庆,九龙坡区,1,,1
1月31日,地区级,天津,河北区,1,,
1月31日,地区级,重庆,两江新区,1,,
1月31日,地区级,天津,河东区,1,,
1月31日,地区级,重庆,荣昌区,1,,
1月31日,地区级,重庆,沙坪坝区,2,,
1月31日,国外,澳大利亚,NA,2,,
1月31日,国外,澳大利亚,NA,1,,
1月31日,国外,德国,NA,1,,
1月31日,国外,韩国,NA,1,,
1月31日,国外,加拿大,NA,1,,
1月31日,国外,斯里兰卡,NA,,1,
1月31日,国外,西班牙,NA,1,,
1月31日,国外,新加坡,NA,2,,
1月31日,国外,越南,NA,1,,
1月31日,地区级,陕西,安康,1,,
1月31日,地区级,安徽,安庆,13,,
1月31日,地区级,河南,安阳,4,,
1月31日,地区级,内蒙古,巴彦淖尔,1,,
1月31日,地区级,四川,巴中,3,,
1月31日,地区级,安徽,蚌埠,1,,
1月31日,地区级,陕西,宝鸡,2,,
1月31日,地区级,上海,宝山,3,,
1月31日,地区级,上海,宝山,3,,
1月31日,地区级,云南,保山,1,,
1月31日,地区级,云南,保山,1,,
1月31日,地区级,广西,北海,6,,
1月31日,地区级,贵州,毕节,2,,
1月31日,地区级,重庆,石柱县,2,,
1月31日,地区级,安徽,亳州,,1,
1月31日,地区级,安徽,亳州,5,,
1月31日,地区级,河北,沧州,1,,
1月31日,地区级,湖南,常德,2,,
1月31日,地区级,江苏,常州,1,,
1月31日,地区级,北京,朝阳,1,,
1月31日,地区级,北京,朝阳,3,,
1月31日,地区级,广东,潮州,3,,
1月31日,地区级,湖南,郴州,1,,
1月31日,地区级,四川,成都,3,,
1月31日,地区级,安徽,滁州,2,,
1月31日,地区级,四川,达州,1,,
1月31日,地区级,云南,大理,,1,
1月31日,地区级,辽宁,大连,2,,
1月31日,地区级,黑龙江,大庆,1,,
1月31日,地区级,山西,大同,1,,
1月31日,地区级,北京,大兴,1,,
1月31日,地区级,北京,大兴,2,,
1月31日,地区级,辽宁,丹东,1,,
1月31日,地区级,海南,儋州,1,,
1月31日,地区级,山东,德州,1,,
1月31日,地区级,甘肃,定西,1,,
1月31日,地区级,广东,东莞,5,,
1月31日,地区级,内蒙古,鄂尔多斯,2,,
1月31日,地区级,湖北,鄂州,38,,3
1月31日,地区级,湖北,恩施州,12,,
1月31日,地区级,广西,防城港,1,,
1月31日,地区级,北京,房山,2,,
1月31日,地区级,北京,丰台,4,,
1月31日,地区级,北京,丰台,1,,
1月31日,地区级,广东,佛山,5,,
1月31日,地区级,福建,福州,7,,
1月31日,地区级,江西,抚州,3,,
1月31日,地区级,辽宁,阜新,1,,
1月31日,地区级,安徽,阜阳,9,,
1月31日,地区级,甘肃,甘南州,1,,
1月31日,地区级,江西,赣州,3,1,
1月31日,地区级,四川,广安,3,,
1月31日,地区级,广东,广州,25,,
1月31日,地区级,贵州,贵阳,3,,
1月31日,地区级,广西,桂林,3,,
1月31日,地区级,黑龙江,哈尔滨,7,,
1月31日,地区级,北京,海淀,4,,
1月31日,地区级,北京,海淀,8,,
1月31日,地区级,海南,海口,2,,
1月31日,地区级,河北,邯郸,3,,
1月31日,地区级,陕西,汉中,2,,
1月31日,地区级,浙江,杭州,13,,
1月31日,地区级,安徽,合肥,,1,
1月31日,地区级,安徽,合肥,9,,
1月31日,地区级,湖南,衡阳,1,,
1月31日,地区级,云南,红河,1,,
1月31日,地区级,上海,虹口,1,,
1月31日,地区级,湖南,怀化,2,1,
1月31日,地区级,江苏,淮安,,1,
1月31日,地区级,江苏,淮安,2,,
1月31日,地区级,安徽,淮北,4,,
1月31日,地区级,湖北,黄冈,153,11,2
1月31日,地区级,上海,黄浦,1,,
1月31日,地区级,湖北,黄石,41,,1
1月31日,地区级,黑龙江,鸡西,2,,
1月31日,地区级,江西,吉安,3,,
1月31日,地区级,山东,济南,2,,
1月31日,地区级,山东,济宁,,1,
1月31日,地区级,山东,济宁,2,,
1月31日,地区级,黑龙江,佳木斯,3,,
1月31日,地区级,浙江,嘉兴,2,,
1月31日,地区级,广东,江门,1,,
1月31日,地区级,浙江,金华,7,3,
1月31日,地区级,山西,晋城,2,,
1月31日,地区级,山西,晋中,2,,
1月31日,地区级,湖北,荆门,24,1,
1月31日,地区级,湖北,荆州,66,1,1
1月31日,地区级,江西,九江,2,,
1月31日,地区级,河南,开封,2,,
1月31日,地区级,云南,昆明,6,,
1月31日,地区级,甘肃,兰州,3,,
1月31日,地区级,甘肃,兰州,5,,
1月31日,地区级,河北,廊坊,2,,
1月31日,地区级,浙江,丽水,1,,
1月31日,地区级,江苏,连云港,4,,
1月31日,地区级,四川,凉山,2,,
1月31日,地区级,云南,临沧,1,,
1月31日,地区级,海南,临高县,1,,
1月31日,地区级,广西,柳州,1,,
1月31日,地区级,安徽,六安,4,,
1月31日,地区级,贵州,六盘水,4,,
1月31日,地区级,湖南,娄底,6,,
1月31日,地区级,河南,洛阳,2,,
1月31日,地区级,河南,漯河,1,,
1月31日,地区级,安徽,马鞍山,8,,
1月31日,地区级,四川,绵阳,1,,
1月31日,地区级,上海,闵行,2,,
1月31日,地区级,黑龙江,牡丹江,4,,
1月31日,地区级,江西,南昌,16,,
1月31日,地区级,四川,南充,5,,
1月31日,地区级,江苏,南京,3,,
1月31日,地区级,福建,南平,5,,
1月31日,地区级,江苏,南通,2,,
1月31日,地区级,河南,南阳,5,,
1月31日,地区级,四川,内江,4,,
1月31日,地区级,浙江,宁波,9,1,
1月31日,地区级,四川,攀枝花,7,,
1月31日,地区级,河南,平顶山,1,,
1月31日,地区级,江西,萍乡,1,,
1月31日,地区级,福建,莆田,3,,
1月31日,地区级,上海,浦东,5,,
1月31日,地区级,上海,浦东,2,,
1月31日,地区级,上海,普陀,2,,
1月31日,地区级,黑龙江,七台河,2,,
1月31日,地区级,湖北,潜江,15,,
1月31日,地区级,贵州,黔东南州,1,,
1月31日,地区级,河北,秦皇岛,1,,
1月31日,地区级,浙江,衢州,1,,
1月31日,地区级,福建,泉州,2,,
1月31日,地区级,山东,日照,1,,
1月31日,地区级,河南,三门峡,1,,
1月31日,地区级,海南,三亚,1,,
1月31日,地区级,福建,厦门,4,,
1月31日,地区级,广东,汕头,2,,
1月31日,地区级,广东,汕尾,1,,
1月31日,地区级,河南,商丘,2,,
1月31日,地区级,江西,上饶,4,,
1月31日,地区级,湖南,邵阳,,1,
1月31日,地区级,湖南,邵阳,5,,
1月31日,地区级,浙江,绍兴,1,,
1月31日,地区级,广东,深圳,60,,
1月31日,地区级,湖北,十堰,27,,
1月31日,地区级,河北,石家庄,1,,
1月31日,地区级,北京,石景山,1,,
1月31日,地区级,黑龙江,双鸭山,1,,
1月31日,地区级,江苏,苏州,2,,
1月31日,地区级,黑龙江,绥化,1,,
1月31日,地区级,湖北,随州,76,,1
1月31日,地区级,浙江,台州,,3,
1月31日,地区级,浙江,台州,14,1,
1月31日,地区级,山东,泰安,1,,
1月31日,地区级,江苏,泰州,5,,
1月31日,地区级,河北,唐山,1,,
1月31日,地区级,湖北,天门,15,,1
1月31日,地区级,甘肃,天水,1,,
1月31日,地区级,北京,通州,1,,
1月31日,地区级,安徽,铜陵,2,,
1月31日,地区级,贵州,铜仁,1,,
1月31日,地区级,上海,外地来沪,5,,
1月31日,地区级,上海,外地来沪,,1,
1月31日,地区级,上海,外地来沪,6,,
1月31日,地区级,山东,威海,5,,
1月31日,地区级,山东,潍坊,1,,
1月31日,地区级,浙江,温州,14,1,
1月31日,地区级,江苏,无锡,1,,
1月31日,地区级,安徽,芜湖,1,,
1月31日,地区级,宁夏,吴忠,1,,
1月31日,地区级,广西,梧州,1,,
1月31日,地区级,湖北,武汉,576,36,33
1月31日,地区级,陕西,西安,7,,
1月31日,地区级,北京,西城,1,,
1月31日,地区级,青海,西宁,1,,
1月31日,地区级,湖北,仙桃,7,,
1月31日,地区级,湖北,咸宁,40,1,
1月31日,地区级,陕西,咸阳,2,,
1月31日,地区级,香港,香港,1,,
1月31日,地区级,湖南,湘潭,3,,
1月31日,地区级,湖南,湘西自治州,1,,
1月31日,地区级,湖北,襄阳,61,,
1月31日,地区级,湖北,孝感,87,,3
1月31日,地区级,山西,忻州,1,,
1月31日,地区级,新疆,新疆生产建设兵团,1,,
1月31日,地区级,河南,新乡,6,,
1月31日,地区级,江西,新余,12,,
1月31日,地区级,河南,信阳,21,,
1月31日,地区级,河北,邢台,3,,
1月31日,地区级,江苏,宿迁,1,,
1月31日,地区级,安徽,宿州,2,,
1月31日,地区级,上海,徐汇,2,,
1月31日,地区级,江苏,徐州,3,,
1月31日,地区级,河南,许昌,4,,
1月31日,地区级,四川,雅安,2,,
1月31日,地区级,山东,烟台,2,,
1月31日,地区级,江苏,盐城,5,,
1月31日,地区级,江苏,扬州,5,,
1月31日,地区级,上海,杨浦,1,,
1月31日,地区级,湖北,宜昌,109,,
1月31日,地区级,江西,宜春,3,1,
1月31日,地区级,湖南,益阳,4,,
1月31日,地区级,宁夏,银川,4,,
1月31日,地区级,河南,永城,3,,
1月31日,地区级,湖南,永州,2,,
1月31日,地区级,广西,玉林,1,,
1月31日,地区级,云南,玉溪,1,,
1月31日,地区级,湖南,岳阳,8,,
1月31日,地区级,山西,运城,2,,
1月31日,地区级,山东,枣庄,2,,
1月31日,地区级,广东,湛江,2,,
1月31日,地区级,湖南,张家界,1,,
1月31日,地区级,河北,张家口,2,,
1月31日,地区级,福建,漳州,3,,
1月31日,地区级,吉林,长春,3,,
1月31日,地区级,上海,长宁,1,,
1月31日,地区级,湖南,长沙,,1,
1月31日,地区级,湖南,长沙,18,,
1月31日,地区级,云南,昭通,2,,
1月31日,地区级,河南,郑州,6,,
1月31日,地区级,河南,周口,2,,
1月31日,地区级,广东,珠海,4,,
